pl_name,pl_rade,pl_eqt,pl_orbper,st_spectype
"K2-337 b",2.62000000,850.00,16.27356300000,
"Kepler-688 b",7.92000000,1011.00,3.89593684400,
"Kepler-647 c",3.26000000,680.00,29.66653000000,
"Kepler-253 b",1.70000000,949.00,3.78402867000,
"Kepler-315 c",4.20000000,291.00,265.47847000000,
"Kepler-386 b",1.51000000,651.00,12.31013510000,
"Kepler-1490 b",2.59000000,349.00,92.43629730000,
"Kepler-988 b",2.17000000,393.00,17.76080053000,
"K2-107 b",16.14096000,1780.00,3.31392000000,"F9 IV"
"Kepler-1347 b",0.99000000,617.00,14.00947528000,
"Kepler-919 b",1.93000000,869.00,11.04603384000,
"Kepler-1165 c",2.00000000,647.00,29.96860520000,
"Kepler-1944 b",2.41000000,801.00,9.84262076000,
"Kepler-1979 b",5.28000000,683.00,18.50844050000,
"Kepler-48 c",2.63000000,736.00,9.67395848800,
"Kepler-1814 c",1.71000000,1708.00,0.62628137800,
"Kepler-1836 b",2.15000000,1094.00,5.25419736000,
"Kepler-148 d",8.95000000,416.00,51.84688575000,
"Kepler-155 c",1.76000000,271.00,52.66158360000,
"Kepler-1212 b",1.77000000,795.00,12.94130146000,
"Kepler-830 b",1.57000000,884.00,11.29695137000,
"Kepler-705 b",2.18000000,253.00,56.05628000000,
"Kepler-1868 b",3.43000000,215.00,211.03281900000,
"Kepler-1929 b",2.23000000,566.00,59.36279460000,
"Kepler-194 d",2.41000000,516.00,52.81472840000,
"Kepler-1879 b",1.77000000,987.00,10.61345333000,
"Kepler-333 c",1.20000000,378.00,24.08825680000,
"Kepler-204 c",1.36000000,665.00,25.66165800000,
"Kepler-1001 c",1.55000000,806.00,9.18186435000,
"Kepler-26 b",2.83000000,431.00,12.28299828700,
"Kepler-275 d",3.08000000,675.00,35.67569630000,
"Kepler-512 b",1.98000000,585.00,34.43587975000,
"Kepler-29 b",2783.70000000,776.00,10.33929240000,
"Kepler-1171 b",2.73000000,2700.00,1.44259224000,
"Kepler-1959 b",1.20000000,811.00,6.38672890000,
"Kepler-1496 b",1.79000000,487.00,64.65880170000,
"Kepler-1446 b",1.86000000,2304.00,0.68996783200,
"Kepler-1065 b",3.47000000,1092.00,3.60930890700,
"Kepler-1056 b",2.11000000,590.00,27.49563400000,
"Kepler-460 c",6.10000000,389.00,220.13033570000,
"Kepler-1307 b",3.00000000,767.00,18.01660000000,
"Kepler-794 b",1.61000000,884.00,11.13125132000,
"Kepler-1954 b",1.34000000,948.00,5.88346916000,
"Kepler-1718 b",2.50000000,363.00,135.18782340000,
"Kepler-1265 b",1.47000000,732.00,6.49441289000,
"Kepler-376 b",0.95000000,1143.00,4.92031217000,
"Kepler-1817 b",2.28000000,433.00,44.29944770000,
"Kepler-1103 b",2.04000000,732.00,19.79191978000,
"Kepler-938 b",2.08000000,436.00,52.62984170000,
"Kepler-1725 b",2.37000000,749.00,16.71987223000,
"Kepler-99 b",1.88000000,822.00,4.60357804200,
"Kepler-312 c",2.43000000,735.00,19.74732846000,
"Kepler-1779 b",2.50000000,646.00,16.34356447000,
"Kepler-575 b",2.03000000,803.00,9.37891670000,
"Kepler-1542 e",0.94000000,1173.00,5.10115756000,
"Kepler-1305 b",1.75000000,733.00,13.56309720000,
"Kepler-1090 b",2.51000000,288.00,198.68017900000,
"Kepler-383 c",1.39000000,420.00,31.20093330000,
"Kepler-27 d",2.19000000,810.00,6.54626149000,
"Kepler-1610 c",1.98000000,433.00,44.98518820000,
"KOI-1599.01",1.76000000,660.00,20.40713450000,
"Kepler-1074 b",1.16000000,548.00,5.94566534000,
"Kepler-646 b",1.96000000,622.00,15.87369000000,
"Kepler-1846 b",0.99000000,556.00,14.82004540000,
"Kepler-1105 b",1.33000000,660.00,4.42153900000,
"Kepler-1602 b",0.97000000,883.00,11.17931605000,
"Kepler-1737 b",5.41000000,383.00,64.61744650000,
"Kepler-822 b",1.52000000,1240.00,3.22296927300,
"Kepler-1409 b",1.10000000,1736.00,0.76486492600,
"Kepler-758 e",1.47000000,1171.00,8.19347190000,
"Kepler-127 b",1.46000000,884.00,14.43594590000,
"Kepler-825 c",1.71000000,981.00,8.18182460000,
"Kepler-225 c",2.33000000,412.00,18.79418506000,
"Kepler-812 b",3.07000000,1163.00,10.11716840000,
"Kepler-704 b",2.59000000,1120.00,3.76182115000,
"Kepler-31 c",5.30000000,611.00,42.63188000000,
"Kepler-619 c",1.62000000,1760.00,1.20844850000,
"Kepler-1285 b",1.40000000,994.00,14.79674580000,
"Kepler-1311 d",7.22000000,360.00,197.51076780000,
"Kepler-781 b",2.72000000,628.00,13.21407320000,
"Kepler-216 c",2.50000000,764.00,17.40665938000,
"Kepler-141 c",38.60000000,3021.00,7.01062745000,
"Kepler-141 b",16.16000000,3961.00,3.10763873000,
"Kepler-695 b",9.17000000,1021.00,3.04033042400,
"Kepler-691 b",2.14000000,466.00,8.11437900000,
"Kepler-195 b",2.22000000,753.00,8.30784498000,
"Kepler-1040 b",1.84000000,297.00,201.12140000000,
"Kepler-129 c",2.40000000,521.00,82.20001050000,
"Kepler-1089 b",1.69000000,584.00,5.13248612300,
"Kepler-1468 c",1.07000000,1215.00,3.54553021000,
"Kepler-1446 b",1.86000000,2304.00,0.68996783200,
"Kepler-1187 b",2.33000000,701.00,18.87064068000,
"K2-294 b",1.66000000,1425.00,2.50387000000,
"Kepler-766 b",2.90000000,975.00,6.10029500000,
"Kepler-1113 b",2.32000000,520.00,42.30049540000,
"Kepler-1413 b",1.60000000,578.00,13.18309000000,
"Kepler-1769 b",3.81000000,483.00,89.19357370000,
"Kepler-205 b",1.17000000,669.00,2.75563710300,
"Kepler-418 c",4.75000000,857.00,12.21827800000,
"Kepler-551 b",2.11000000,401.00,12.37646610000,
"Kepler-162 b",1.28000000,961.00,6.91986734000,
"Kepler-390 c",0.80000000,630.00,13.06003990000,
"Kepler-297 b",3.31000000,579.00,38.86840425000,
"Kepler-603 d",1.22000000,976.00,6.21712920000,
"Kepler-449 c",2.13000000,661.00,33.67312000000,
"K2-211 b",1.33162691,1873.00,0.66956100000,
"Kepler-629 b",1.43000000,846.00,7.23858540000,
"Kepler-85 e",1.61000000,563.00,25.21767000000,
"Kepler-895 b",1.41000000,771.00,2.80624348800,
"Kepler-1870 b",2.03000000,1178.00,3.60694152600,
"Kepler-1921 c",1.44000000,1792.00,3.15721824000,
"Kepler-228 d",4.02000000,835.00,11.09431923000,
"Kepler-1333 b",2.70000000,344.00,109.64811000000,
"Kepler-1649 c",0.53000000,161.00,19.53525510000,
"Kepler-1495 b",3.85000000,443.00,85.27245900000,
"Kepler-1244 b",1.14000000,1641.00,3.70429700000,
"Kepler-1882 b",1.97000000,994.00,13.78714400000,
"Kepler-367 b",1.10000000,384.00,37.81526000000,
"Kepler-101 b",4.36000000,1291.00,3.48768942800,
"Kepler-802 b",3.50000000,478.00,40.05488000000,
"Kepler-1809 b",1.17000000,907.00,3.75729159900,
"Kepler-276 b",2.64000000,793.00,14.12846178000,
"Kepler-291 c",1.93000000,1034.00,5.70071153000,
"Kepler-1165 b",1.43000000,950.00,9.47852200000,
"Kepler-125 b",2.71000000,596.00,4.16438381500,
"Kepler-1833 b",1.12000000,1104.00,6.89204000000,
"Kepler-1571 b",1.61000000,1476.00,3.38555488000,
"Kepler-1110 b",2.40000000,609.00,9.69323000000,
"Kepler-1476 b",1.80000000,860.00,10.35863224000,
"Kepler-376 c",1.72000000,804.00,14.17220432000,
"Kepler-224 d",2.56000000,637.00,11.34933733000,
"Kepler-212 b",0.87000000,769.00,16.25835860000,
"Kepler-196 d",5.92000000,419.00,122.07992210000,
"Kepler-110 c",3.59000000,731.00,31.71987000000,
"Kepler-141 b",16.16000000,3961.00,3.10763873000,
"Kepler-1432 b",2.00000000,701.00,23.91103000000,
"Kepler-1536 b",2.89000000,166.00,364.75156200000,
"Kepler-172 c",2.50000000,952.00,6.38898700000,
"Kepler-1752 b",5.26000000,419.00,56.35922360000,
"Kepler-1134 b",2.60000000,613.00,17.13263989000,
"Kepler-1989 b",4.42000000,904.00,10.16103226100,
"Kepler-1390 b",1.10000000,891.00,6.48017800000,
"Kepler-265 b",1.66000000,1030.00,6.84619299000,
"Kepler-379 c",2.12000000,523.00,62.78450020000,
"Kepler-833 b",1.75000000,382.00,18.75469980000,
"Kepler-1565 b",1.18000000,1240.00,1.53818843700,
"Kepler-1788 b",1.99000000,933.00,2.80013100000,
"Kepler-55 c",1.85000000,349.00,42.14060890000,
"Kepler-304 c",2.80000000,864.00,5.31595347400,
"Kepler-150 c",3.42000000,876.00,7.38198020600,
"Kepler-336 b",0.73000000,1412.00,2.02482033900,
"Kepler-372 d",2.44000000,692.00,30.09048770000,
"Kepler-645 b",2.28000000,1545.00,3.27578300000,
"Kepler-329 c",2.47000000,426.00,18.68465000000,
"Kepler-421 b",4.53000000,178.00,704.96262600000,
"Kepler-1226 b",1.36000000,734.00,17.29234530000,
"Kepler-901 b",1.24000000,714.00,3.51748200000,
"Kepler-950 b",8.00000000,378.00,98.71870000000,
"Kepler-285 b",1.27000000,1092.00,2.63389300000,
"Kepler-1332 b",1.14000000,699.00,11.87456832000,
"Kepler-284 c",2.80000000,489.00,37.51406930000,
"K2-350 c",2.74000000,687.00,19.99194400000,
"Kepler-1205 b",1.75000000,1665.00,1.07839035200,
"K2-36 b",1.43000000,1224.00,1.42261400000,
"Kepler-401 d",2.36000000,408.00,184.25640500000,
"Kepler-122 f",1.81000000,487.00,56.25878850000,
"Kepler-256 e",1.80000000,825.00,10.68167916000,
"Kepler-315 c",3.64000000,269.00,265.46762100000,
"Kepler-444 e",0.42000000,669.00,7.74347614000,
"Kepler-529 d",1.61000000,564.00,35.86573060000,
"Kepler-360 c",2.11000000,998.00,7.18645260000,
"Kepler-1090 c",3.08000000,482.00,42.42673420000,
"Kepler-52 c",1.81000000,392.00,16.38485646000,
"Kepler-82 e",2.55000000,970.00,5.90224692100,
"Kepler-1827 b",1.48000000,1461.00,3.70062174000,
"Kepler-69 c",1.74000000,286.00,242.46712000000,
"Kepler-363 b",1.74000000,1655.00,3.61461353000,
"Kepler-593 b",2.60000000,706.00,21.21708973000,
"Kepler-56 c",11.34000000,1079.00,21.40549010000,
"K2-119 b",2.53000000,666.00,7.72728300000,
"Kepler-1364 b",1.94000000,1104.00,13.32196237000,
"Kepler-1163 b",0.97000000,1143.00,6.11798200000,
"Kepler-306 c",2.14000000,716.00,7.24022418000,
"KOI-1831 d",1.30000000,459.00,34.20690000000,
"Kepler-270 c",1.50000000,769.00,25.26302680000,
"Kepler-462 b",5.01000000,804.00,84.68798080000,
"Kepler-238 f",2.15000000,486.00,50.44731560000,
"Kepler-1431 b",1.46000000,1064.00,5.86601526000,
"Kepler-1715 b",2.98000000,613.00,35.59713982000,
"Kepler-1939 b",0.99000000,816.00,2.79064348100,
"Kepler-1792 b",3.03000000,1047.00,4.19577537900,
"Kepler-414 b",2.19000000,1030.00,4.69965323600,
"Kepler-1415 b",1.33000000,1848.00,0.63642408000,
"Kepler-151 c",2.09000000,547.00,24.67464211000,
"Kepler-1012 b",1.29000000,931.00,5.50860439000,
"Kepler-1171 b",2.73000000,2700.00,1.44259224000,
"Kepler-680 b",1.96000000,1147.00,3.68992629100,
"Kepler-676 b",3.07000000,400.00,11.59822172000,
"Kepler-427 b",9.83000000,884.00,10.29099375500,
"Kepler-557 b",2.40000000,1281.00,3.70598955100,
"Kepler-1545 b",2.71000000,280.00,163.69234900000,
"Kepler-90 i",1.32000000,709.00,14.44912000000,
"Kepler-243 c",1.73000000,554.00,20.02623100000,
"Kepler-144 b",1.10000000,1106.00,5.88528169000,
"Kepler-230 c",2.13000000,358.00,91.77221000000,
"Kepler-296 c",1.52000000,440.00,5.84164124000,
"Kepler-1524 b",2.86000000,460.00,70.96746030000,
"Kepler-1394 b",0.75000000,1579.00,3.93766373000,
"Kepler-774 b",2.49000000,1204.00,11.08957230000,
"Kepler-1669 b",2.40000000,496.00,9.51221128000,
"Kepler-382 b",1.35000000,1038.00,5.26226000000,
"Kepler-852 b",2.78000000,628.00,44.93098040000,
"Kepler-1189 b",1.79000000,1276.00,3.78858982000,
"Kepler-1219 b",1.66000000,827.00,16.10519000000,
"Kepler-479 b",2.01000000,642.00,12.49341307000,
"Kepler-610 b",3.28000000,888.00,6.99692655400,
"Kepler-149 d",7.31000000,397.00,160.01720000000,
"Kepler-672 b",2.82000000,529.00,38.37754860000,
"Kepler-49 d",1.54000000,694.00,2.57656968900,
"Kepler-1666 c",3.00000000,585.00,40.71652000000,
"Kepler-1278 b",0.77000000,1213.00,3.23941344000,
"Kepler-1885 b",23.18000000,1205.00,2.52258863200,
"Kepler-517 b",2.87000000,474.00,60.92832271000,
"Kepler-1185 b",1.44000000,371.00,104.35189760000,
"Kepler-1114 b",1.50000000,696.00,14.97435694000,
"Kepler-791 b",2.41000000,850.00,14.55397590000,
"Kepler-2001 c",1.82000000,597.00,14.09258318900,
"Kepler-1921 c",1.44000000,1792.00,3.15721824000,
"Kepler-733 b",2.74000000,595.00,20.83426731000,
"Kepler-547 b",4.02000000,768.00,6.01038428900,
"Kepler-570 b",2.36000000,1008.00,4.30166200300,
"Kepler-276 c",3.15000000,605.00,31.88415690000,
"Kepler-794 b",2.06000000,952.00,11.13127159000,
"Kepler-345 c",1.22000000,564.00,9.38742889000,
"Kepler-53 b",2.90000000,700.00,18.64929678000,
"Kepler-1721 b",2.57000000,927.00,4.59239083900,
"Kepler-240 c",2.30000000,712.00,7.95355717000,
"Kepler-1924 b",1.91000000,821.00,15.33177190000,
"Kepler-280 b",1.42000000,1314.00,2.13955650300,
"Kepler-589 b",2.52000000,656.00,16.54964934000,
"Kepler-257 d",5.67000000,568.00,24.66459711000,
"Kepler-52 b",2.33000000,500.00,7.87740709000,
"Kepler-980 b",2.15000000,785.00,11.55128200000,
"Kepler-827 b",5.14000000,449.00,51.92927591000,
"Kepler-845 b",1.46000000,1360.00,0.92785510000,
"Kepler-98 b",1.88000000,1592.00,1.54167654700,
"Kepler-49 c",2.13000000,443.00,10.91274065000,
"Kepler-161 b",2.07000000,838.00,4.92135468100,
"Kepler-714 b",9.19000000,976.00,8.09888798600,
"Kepler-114 b",1.18000000,722.00,5.18854800000,
"Kepler-1776 b",2.20000000,608.00,35.01198785000,
"KOI-3503 b",0.79000000,676.00,21.18761850000,
"Kepler-1369 b",2.88000000,667.00,25.87309140000,
"Kepler-1579 b",0.59000000,1136.00,0.84990788900,
"Kepler-275 d",3.02000000,671.00,35.67574530000,
"Kepler-1256 b",1.37000000,973.00,12.41301000000,
"Kepler-1850 b",0.54000000,989.00,1.38578595600,
"Kepler-1402 b",0.68000000,1210.00,2.03387600000,
"Kepler-1824 b",2.47000000,449.00,95.60984500000,
"TOI-2416 b",11.54510000,942.00,8.27546080000,
"Kepler-554 b",3.92000000,1271.00,1.90220855600,
"Kepler-360 b",1.62000000,1296.00,3.28972216900,
"Kepler-855 b",8.99000000,996.00,7.88663246800,
"Kepler-679 b",2.69000000,680.00,12.39358604000,
"Kepler-1764 b",3.46000000,511.00,70.46817100000,
"Kepler-1958 b",1.65000000,801.00,9.32867332000,
"Kepler-147 c",2.63000000,650.00,33.41600340000,
"Kepler-97 b",1.60000000,1331.00,2.58663808100,
"Kepler-1685 b",3.07000000,625.00,20.49040290000,
"Kepler-1823 b",1.56000000,718.00,21.10330140000,
"Kepler-1812 b",2.31000000,1034.00,7.16520428000,
"Kepler-999 b",2.50000000,1436.00,5.99184900000,
"Kepler-1500 b",1.08000000,760.00,15.03301050000,
"Kepler-374 b",1.04000000,1471.00,1.89783401800,
"Kepler-1142 b",1.16000000,642.00,18.30216000000,
"Kepler-783 c",2.55000000,1032.00,7.05393612200,
"Kepler-1452 b",1.63000000,604.00,42.91375100000,
"Kepler-1543 b",2.22000000,1214.00,6.96710269000,
"Kepler-958 b",2.51000000,848.00,9.76788050000,
"Kepler-1595 b",1.22000000,980.00,4.56383697000,
"Kepler-1167 b",1.70000000,1421.00,1.00393373900,
"Kepler-1101 b",2.22000000,370.00,81.31510590000,
"Kepler-1940 b",1.40000000,892.00,4.95062352000,
"Kepler-391 b",3.36000000,1425.00,7.41683033000,
"Kepler-939 b",1.75000000,699.00,14.87829600000,
"Kepler-1778 b",3.60000000,924.00,10.08750800000,
"Kepler-385 c",3.30000000,850.00,15.16227350000,
"Kepler-22 b",2.17000000,267.00,289.86445600000,
"Kepler-196 d",5.92000000,419.00,122.07992210000,
"Kepler-626 b",2.17000000,772.00,14.48585199000,
"Kepler-1312 c",0.84000000,1565.00,1.11612899900,
"K2-111 b",1.82000000,1309.00,5.35180000000,
"Kepler-1991 c",2.57000000,634.00,22.79020351000,
"Kepler-763 b",1.25000000,1414.00,1.19654846400,
"Kepler-912 b",2.05000000,1185.00,2.53477300000,
"Kepler-1197 b",1.12000000,1011.00,2.03231885600,
"Kepler-1877 b",0.47000000,1224.00,2.37752170000,
"Kepler-55 d",1.59000000,906.00,2.21110680000,
"Kepler-149 c",1.66000000,429.00,55.32858130000,
"Kepler-152 b",3.09000000,567.00,18.20795693000,
"Kepler-1733 b",2.31000000,959.00,9.22958009000,
"Kepler-296 b",35.38000000,358.00,10.86443187000,
"Kepler-1115 b",2.17000000,1381.00,23.55407250000,
"Kepler-196 d",2.92000000,297.00,122.08049530000,
"Kepler-841 b",4.67000000,304.00,124.41983980000,
"Kepler-1057 b",2.66000000,724.00,14.08826442000,
"KOI-351 h",10.01000000,293.00,331.60110810000,
"Kepler-868 b",2.04000000,1046.00,5.03251791000,
"K2-187 c",1.80000000,1173.00,2.87204200000,
"Kepler-29 c",2.78000000,715.00,13.28689997000,
"Kepler-1885 b",23.18000000,1205.00,2.52258863200,
"Kepler-602 b",2.70000000,852.00,15.28467725000,
"Kepler-213 b",1.21000000,1290.00,2.46234217500,
"Kepler-323 c",2.04000000,1491.00,3.55380100000,
"Kepler-138 d",1.52000000,335.00,23.08901839000,
"Kepler-535 b",2.35000000,1219.00,4.90334900000,
"Kepler-838 b",2.85000000,774.00,15.74957994000,
"Kepler-1341 b",1.93000000,230.00,132.99550000000,
"Kepler-963 b",2.89000000,802.00,9.97683705000,
"Kepler-402 d",1.26000000,1070.00,8.92116020000,
"Kepler-1820 b",2.70000000,561.00,31.03269900000,
"Kepler-1907 b",1.05000000,856.00,5.65245733000,
"Kepler-1518 c",3.33000000,1094.00,9.63095300000,
"TOI-1716.01",2.72432000,959.00,8.08235400000,
"Kepler-1432 b",2.22000000,722.00,23.91090110000,
"Kepler-510 b",2.53000000,794.00,19.55659418000,
"Kepler-339 b",1.46000000,954.00,4.97761996000,
"Kepler-11 f",2.52000000,513.00,46.68562050000,
"Kepler-304 c",2.80000000,864.00,5.31595347400,
"Kepler-746 b",1.36000000,1146.00,3.48153800000,
"Kepler-28 c",1.94000000,509.00,8.98584768000,
"Kepler-778 b",1.72000000,977.00,3.75574426000,
"Kepler-715 b",3.52000000,876.00,10.00653012000,
"Kepler-1133 b",1.80000000,723.00,11.55560000000,
"Kepler-1730 b",4.56000000,833.00,13.81020318000,
"Kepler-1946 b",3163.54000000,1143.00,3.03520868800,
"Kepler-403 b",1.09000000,1038.00,7.03144308000,
"Kepler-783 c",3.20000000,1039.00,7.05394300000,
"Kepler-1410 b",1.56000000,251.00,60.86616800000,
"Kepler-116 b",2.78000000,1184.00,5.96871746900,
"Kepler-1315 b",1.30000000,1362.00,0.84338020000,
"Kepler-1243 b",1.64000000,685.00,16.83207290000,
"Kepler-115 c",2.31000000,939.00,8.99088871000,
"Kepler-24 b",3.11000000,993.00,8.14511872000,
"Kepler-606 b",2.78000000,679.00,24.31575992000,
"Kepler-764 b",1.52000000,875.00,7.33685101000,
"Kepler-634 b",1.61000000,1222.00,5.16950177000,
"Kepler-80 d",1.30000000,722.00,3.07214660700,
"HD 28109 b",2.55946293,803.99,22.89098550000,
"Kepler-1484 b",2.30000000,624.00,30.45491360000,
"Kepler-100 b",1.30000000,1155.00,6.88707073000,
"Kepler-839 b",3.04000000,626.00,37.81452520000,
"Kepler-1382 b",1.08000000,740.00,16.35830550000,
"Kepler-1987 e",1.99000000,647.00,8.74287133000,
"Kepler-981 b",2.27000000,1104.00,4.46975773600,
"Kepler-1696 b",2.35000000,454.00,65.94132600000,
"Kepler-1641 b",3.92000000,908.00,19.67226600000,
"Kepler-186 c",1.23000000,469.00,7.26730117000,
"Kepler-218 d",2.69000000,356.00,124.52452240000,
"Kepler-864 b",2.81000000,1139.00,5.83376092000,
"Kepler-214 c",2.04000000,661.00,28.77957000000,
"Kepler-212 c",2.06000000,615.00,31.80474045000,
"Kepler-1509 b",1.91000000,653.00,25.43381970000,
"K2-258 b",3.00000000,831.00,19.09210000000,
"Kepler-1691 b",1.74000000,1324.00,3.84822130000,
"Kepler-624 b",2.11000000,814.00,14.58667500000,
"Kepler-345 b",0.69000000,589.00,7.41538000000,
"Kepler-1587 b",1.32000000,981.00,9.40604670000,
"Kepler-1221 b",1.47000000,632.00,12.00089667000,
"Kepler-116 c",2.12000000,902.00,13.07162000000,
"Kepler-205 c",1.29000000,343.00,20.30655662000,
"Kepler-326 b",2.55000000,1594.00,2.24828853800,
"Kepler-860 b",2.91000000,1050.00,5.10137945400,
"Kepler-1295 b",1.50000000,1040.00,3.81371974000,
"Kepler-1119 b",1.69000000,933.00,8.32649000000,
"Kepler-538 b",2.13000000,381.00,81.73780699000,
"Kepler-867 b",3.79000000,291.00,150.24212700000,
"K2-229 b",1.16400000,1960.00,0.58424900000,
"Kepler-20 e",0.82000000,927.00,6.09853672000,
"PH2 b",9.33708092,295.10,282.52542000000,
"Kepler-729 b",3.50000000,1216.00,3.16635280000,
"HD 56414 b",2.84674000,1115.00,29.04975170000,
"Kepler-1875 b",2.40000000,596.00,34.45781000000,
"Kepler-790 b",2.14000000,634.00,13.73469807000,
"Kepler-555 b",2.22000000,663.00,16.21775407000,
"Kepler-227 c",3.10000000,492.00,54.41846400000,
"Kepler-675 b",2.34000000,1070.00,2.33743794600,
"Kepler-1542 b",0.95000000,1277.00,3.95116882000,
"Kepler-1953 b",1.11000000,739.00,6.24563503000,
"Kepler-991 b",2.29000000,252.00,82.53425190000,
"Kepler-1792 b",3.03000000,1047.00,4.19577537900,
"Kepler-124 c",2.20000000,560.00,13.82142084000,
"Kepler-324 b",1.11000000,941.00,4.38536461000,
"Kepler-1033 b",2.57000000,914.00,7.56052806000,
"Kepler-389 c",2.08000000,636.00,14.51236220000,
"Kepler-702 b",8.24000000,713.00,10.52629457700,
"K2-223 b",0.89000000,2271.00,0.50565000000,
"Kepler-834 b",1.35000000,378.00,13.32388301000,
"Kepler-144 b",1.33000000,1148.00,5.88522100000,
"Kepler-1946 b",3163.54000000,1143.00,3.03520868800,
"K2-197 b",2.56000000,848.00,8.35788100000,
"Kepler-1616 b",0.88000000,1138.00,6.76284377000,
"Kepler-1427 b",1.09000000,1851.00,0.96897237600,
"Kepler-1823 b",1.72000000,804.00,21.10325899000,
"Kepler-153 c",2.80000000,467.00,46.90191000000,
"Kepler-1212 b",1.77000000,795.00,12.94130146000,
"Kepler-1098 b",1.24000000,1288.00,2.54306600000,
"Kepler-223 b",1.64000000,964.00,7.38402000000,
"Kepler-237 c",2.27000000,688.00,8.10361363000,
"Kepler-1738 b",2.33000000,957.00,7.67465618000,
"Kepler-32 c",2.08000000,449.00,8.75245953000,"M1 V"
"Kepler-1321 d",3.08000000,683.00,5.72087524000,
"Kepler-774 b",2.49000000,1204.00,11.08957230000,
"Kepler-923 b",1.28000000,1054.00,6.93366476000,
"Kepler-1824 b",2.37000000,421.00,95.61146170000,
"Kepler-821 b",1.25000000,1194.00,1.92279873000,
"Kepler-1388 b",2.23000000,427.00,12.28546030000,
"Kepler-1164 b",1.05000000,957.00,3.97603200000,
"Kepler-1373 b",0.87000000,1839.00,1.29123275000,
"Kepler-263 b",2.54000000,548.00,16.56806842000,
"Kepler-1257 b",1.55000000,1252.00,2.66831376200,
"Kepler-660 b",2.52000000,649.00,9.27358194000,
"Kepler-1393 b",0.70000000,1247.00,2.44357812000,
"K2-282 b",2.82000000,1057.00,4.16983600000,
"Kepler-932 b",1.32000000,1233.00,1.92143040000,
"Kepler-714 b",8.20000000,957.00,8.09888140000,
"Kepler-143 b",2.99000000,838.00,16.00747237000,
"Kepler-466 c",1.24000000,1236.00,3.70921384600,
"Kepler-1324 b",1.93000000,895.00,4.11585514000,
"Kepler-1079 b",1.77000000,887.00,13.24503482000,
"Kepler-83 c",2.25000000,362.00,20.09017037000,
"Kepler-1136 b",1.54000000,922.00,2.36172432900,
"Kepler-138 d",2.06000000,376.00,23.08944700000,
"Kepler-1297 b",1.27000000,1790.00,1.68189051000,
"Kepler-257 b",2.67000000,1237.00,2.38265216900,
"Kepler-971 b",4.28000000,1086.00,9.59070716000,
"Kepler-559 b",4.17000000,719.00,17.58752333000,
"Kepler-1611 b",0.66000000,887.00,5.17624290000,
"Kepler-1784 b",2.20000000,690.00,13.59053000000,
"Kepler-254 d",2.60000000,666.00,18.74653971000,
"K2-270 b",1.38000000,1203.00,1.54306900000,
"Kepler-259 b",2.68000000,879.00,8.11529219000,
"Kepler-111 b",1.75000000,1311.00,3.34180293800,
"Kepler-874 b",3.20000000,562.00,40.06841000000,
"Kepler-303 c",1.15000000,516.00,7.06117359000,
"Kepler-28 b",1.92000000,585.00,5.91226829700,
"Kepler-505 b",2.53000000,339.00,27.52173200000,
"Kepler-1683 b",2.00000000,692.00,15.03343000000,
"Kepler-978 b",2.75000000,539.00,49.62215090000,
"Kepler-177 b",2.68000000,549.00,36.85677580000,
"Kepler-1281 b",1.69000000,1123.00,3.11602791000,
"Kepler-1428 b",1.95000000,1141.00,10.67607169000,
"Kepler-1878 b",1.96000000,1062.00,4.44588291000,
"Kepler-273 b",1.55000000,1167.00,2.93652696600,
"Kepler-236 c",1.80000000,329.00,23.96793669000,
"Kepler-1258 b",0.84000000,1846.00,0.98494016700,
"Kepler-187 c",2.70000000,916.00,10.64021100000,
"Kepler-1793 b",2.12000000,713.00,8.77997349000,
"Kepler-951 b",6.21000000,346.00,71.52530845000,
"Kepler-385 c",3.30000000,850.00,15.16227350000,
"Kepler-1649 b",4.60000000,517.00,8.68910200000,
"Kepler-21 b",1.59000000,1785.00,2.78582169300,
"Kepler-1787 b",2.56000000,545.00,39.31435000000,
"Kepler-632 b",2.44000000,510.00,30.99644000000,
"Kepler-351 d",2.95000000,317.00,142.54424700000,
"K2-166 b",2.19000000,1140.00,8.52695000000,
"Kepler-1883 b",2.60000000,355.00,103.42780000000,
"Kepler-181 c",2.08000000,927.00,4.30214362700,
"Kepler-249 c",1.16000000,429.00,7.11373257000,
"K2-37 b",1.39000000,949.00,4.44340000000,
"Kepler-513 b",2.19000000,639.00,28.86235584000,
"Kepler-1680 b",1.42000000,771.00,8.77426218000,
"Kepler-108 b",8.20000000,669.00,49.18394185000,
"Kepler-173 c",2.80000000,993.00,8.00579800000,
"Kepler-104 d",2.36000000,483.00,51.75627000000,
"Kepler-1230 b",2.85000000,946.00,9.95661537000,
"Kepler-1249 b",1.82000000,647.00,24.33471270000,
"Kepler-80 c",2.27000000,495.00,9.52165015900,
"K2-5 b",1.91000000,565.00,5.73594000000,"K7.5 V"
"Kepler-1527 b",3.26000000,338.00,160.12991800000,
"Kepler-671 b",2.33000000,1014.00,4.28095858800,
"Kepler-183 c",2.25000000,764.00,11.63702600000,
"Kepler-1894 b",1.26000000,1232.00,2.76263462000,
"Kepler-55 c",27.87000000,356.00,42.14126640000,
"Kepler-325 b",3.00000000,1109.00,4.54447500000,
"Kepler-734 b",4.03000000,849.00,6.10485285600,
"Kepler-274 b",2.61000000,961.00,11.63486009000,
